Titulo,Precio,Año,Kilometraje,Ubicacion,Vendedor,Link,Imagen,Combustible,Transmision,Color,Puertas,Descripcion
Minipulidora 4 - 1/2 PuLG Dewalt Dwe4315-b3,797.800,,,,Por Belltec,https://articulo.mercadolibre.com.co/MCO-517777592-minipulidora-4-12-pulg-dewalt-dwe4315-b3-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO517777592&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_703517-MCO48249218161_112021-E.webp,,,,,PRODUCTO:Nombre: MINIPULIDORA 4 - 1/2 PULG DEWALT DWE4315-B3Marca: DEWALTDESCRIPCIÓN:MINI PULIDORA 4 - 1/2 PULG 1500 W - 11000 RPM DEWALT DWE4315-B3CARACTERÍSTICAS- Arranque progresivo- Protección contra corte de corriente- Sistema de protección de sobrecarga y temperatura- Sistema de expulsión de polvoESPECIFICACIONES- Potencia: 1500 W- Velocidad: 11000 RPM- Diámetro máximo de disco: 4 - 1/2 pulg- Peso: 2.6 KgNOTA: Accesorios no incluidosCARACTERÍSTICAS PRINCIPALES:-- Potencia: 1500 W-- Velocidad: 11000 RPM-- Diámetro máximo de disco: 4 - 1/2 pulg-- Peso: 2.6 Kg-NOTA: Accesorios no incluidosMÁS DETALLES:Peso del paquete: 2.93 kgCondición: NuevoEAN: 885911475365ASIN: B071S2Y883GTIN: 885911475365SKU: DWE4315-B3GRACIAS POR VISITAR SU TIENDA OFICIAL BELLTEC!!!
Pulidora Gatillo Hombre Muerto Bosch Gws 9-125p,550.700,,,,Por Belltec,https://www.mercadolibre.com.co/pulidora-gatillo-hombre-muerto-bosch-gws-9-125p/p/MCO26432656#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1330709017&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_683537-MLA84834860555_052025-E.webp,,,,,"PULIDORA GATILLO HOMBRE MUERTO BOSCH GWS 9-125PMarca: BOSCHMINIPULIDORA GATILLO HOMBRE MUERTO BOSCH GWS 9-125PCaracterísticas- La Amoladora Angular Bosch GWS 9 -125 P cuenta con 900 Watts de potencia, adecuada para realizar cortes y desbastes en materiales metálicos, como hierro y acero, y también para corte en albañilería y hormigón. Se debe utilizar el accesorio adecuado para cada tipo de aplicación - discos abrasivos o discos diamantados. Dispone de una cubierta de protección de 5"" / 125 milímetros con sistema de fijación por perno que asegura que la cubierta no se desplace en caso de ruptura del disco, proporcionando seguridad al operador. Incluye empuñadura auxiliar y un diseño delgado y redondo para mayor comodidad y trabajos menos fatigosos. El interruptor tipo Padel - paleta (de desconexión automática y con sistema que previene accionamientos involuntarios) en la parte inferior de la herramienta ofrece practicidad y seguridad. Su diseño ergonómico permite trabajos más prolongados y su tamaño compacto facilita su uso en espacios reducidos y de difícil acceso.- 900 Watts de potencia. Cubierta de protección de 5"" / 125 milímetros - con sistema de fijación por tornillo.- Interruptor tipo Padle - paleta (de desconexión automática). Diseño compacto. Carcasa de engranajes en aluminio.Especificaciones- Potencia absorbida: 900W- Velocidad de giro en vacío: 11.000rpm- Diámetro de disco: 125mm- Rosca del husillo portamuela: M 14- Interruptor: PROtection- Dimensiones de herramienta (anchura): 73mm- Dimensiones de herramienta (longitud): 280mm- Dimensiones de herramienta (altura): 100mm- Peso: 1,9kgCARACTERÍSTICAS PRINCIPALES:-- Interruptor: PROtection-- Dimensiones de herramienta (anchura): 73mm-- Dimensiones de herramienta (longitud): 280mm-- Dimensiones de herramienta (altura): 100mm-- Peso: 1,9kgPeso del paquete: 2.6 kgModelo: GWS 9-125 PColor: Azul petróleoEAN: 3165140956642GTIN: 3165140956642Baterías incluidas: NoRequiere baterías: NoLargo del cable: 4SKU: GWS 9-125P"
Pulidora 9 2400 W 6500 Rpm Dewalt Dwe4559-b3,1.273.500,,,,Por ferreteria rhino,https://www.mercadolibre.com.co/pulidora-9-2400-w-6500-rpm-dewalt-dwe4559-b3/p/MCO25676260#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1557547647&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_768787-MLU73563684466_122023-E.webp,,,,,"Con tu pulidora DeWalt podrás pulir salientes o bordes, así como soltar remaches, redondear ángulos, cortar metales, etc. Una herramienta clave para las terminaciones de tus proyectos."
Pulidora Angular De Granito/marmol Makita Pk5011c,2.093.400,,,,Por Belltec,https://www.mercadolibre.com.co/pulidora-angular-de-granitomarmol-makita-pk5011c/p/MCO27035402#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1339416011&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_720173-MLU75650627538_042024-E.webp,,,,,"PULIDORA ANGULAR DE GRANITO/MARMOL MAKITA PK5011CMarca: MAKITA HERRAMIENTASCARACTERÍSTICAS GENERALES- Ideal para un pulido eficiente en piedra.- Empuñadura tipo D que permite operar la herramienta con ambas manos para una operación continua.- Interruptor de gatillo resistente al agua.- Cuatro orificios de suministro de agua distribuyen de manera uniforme la humedad en todos los canales de la almohadilla de pulido, protegiendo del sobrecalentamiento y la acumulación de polvo.ESPECIFICACIONES TÉCNICAS- Potencia de entrada: 1.600W- Diámetro de disco: 125mm (5 pulg)- Velocidad sin carga: 2.000-5.500 rpm- Dimensiones (L x A x A): 468x159x155mm (18-1/2 x6-1/4 x6-1/8 pulg)- Peso neto: 3,8Kg (8,4lbs)Modelo: PK5011CColor: Azul petróleo con detalles en negroGTIN: 088381620543CPU: 088381620543Baterías incluidas: NoRequiere baterías: NoSKU: PK5011C"
Pulidora Bosch Vulcano 180mm 2500w Gws 25-180,1.310.000,,,,Por Ferricentro,https://www.mercadolibre.com.co/pulidora-bosch-vulcano-180mm-2500w-gws-25-180/p/MCO26432666#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO2762093858&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_794183-MLA84846744087_052025-E.webp,,,,,"PULIDORA BOSCH VULCANO 180MM 2500W GWS 25-180CARACTERÍSTICAS- Alto rendimiento de arranque de material gracias al motor Bosch, con escobillas de carbono más duraderas y menor deceleración en trabajos exigentes.- Sistema de flujo de aire patentado que mejora en un 20 % la refrigeración del motor, incrementando rendimiento y vida útil.- Reducción de vibraciones para mayor confort durante el uso prolongado.- Agarre ergonómico para un control óptimo de la herramienta.- Resistente a la abrasión por partículas de hormigón y hierro.- Motor Bosch de alta eficiencia con elevada tasa de remoción de material.- Interruptor Tri-Control para prevenir activaciones accidentales.- Diseñada para facilitar la reparación con piezas intercambiables.ESPECIFICACIONES- Potencia: 2.500 W- Velocidad: 8.500 rpm- Eje: 5/8""- Diámetro de disco: 180 mm- Peso: 5,8 kgINCLUYE1 mango antivibración, 1 llave de apriete, 1 tuerca de soporte, 1 tuerca de apriete, 1 capa protectoraCARACTERÍSTICAS PRINCIPALES- Potencia: 2.500 W- Velocidad: 8.500 rpm- Eje: 5/8""- Diámetro de disco: 180 mm- Peso: 5,8 kgMÁS DETALLESPeso del paquete: 6.0 kgModelo: GWS 25-180EAN: 4059952587189GTIN: 4059952587189Requiere baterías: NoSKU: GWS 25-180"
Amoladora De Matriz Inal. Vv 1-1/2 Sin Bateria/sin Cargador,1.137.900,,,,Por Belltec,https://www.mercadolibre.com.co/amoladora-de-matriz-inal-vv-1-12-sin-bateriasin-cargador/p/MCO45524820#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO2809929450&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_922221-MLA81980291651_012025-E.webp,,,,,PRODUCTO:Nombre: AMOLADORA DE MATRIZ INAL. VV 1-1/2 SIN BATERIA/SIN CARGADOR DCG426BMarca: DEWALT HERRAMIENTASDESCRIPCIÓN:CARACTERÍSTICAS- El motor sin escobillas no requiere cambios de brocha- El interruptor basculante de velocidad variable y la configuración del interruptor de límite de velocidad variable brindan opciones para controlar la velocidad de la herramienta- Las luces led en la parte delantera de la herramienta brindan luz para la superficie de trabajo y el área- Posición doble el interruptor basculante proporciona opciones de usuario para múltiples puntos de agarre del mango.NOTA: NO INCLUYE CARGADOR NI BATERÍA.CARACTERÍSTICAS PRINCIPALES:-- El motor sin escobillas no requiere cambios de brocha-- El interruptor basculante de velocidad variable y la configuración del interruptor de límite de velocidad variable brindan opciones para controlar la velocidad de la herramienta-- Las luces led en la parte delantera de la herramienta brindan luz para la superficie de trabajo y el áreaMÁS DETALLES:Peso del paquete: 5.2 kgEAN: 885911529488ASIN: B076S9YBMHGTIN: 885911529488Baterías incluidas: NoSKU: DCG426B
Pulidora Bosch Vulcano 180mm Gws 2200-180,755.141,,,,,https://www.mercadolibre.com.co/pulidora-bosch-vulcano-180mm-gws-2200-180/p/MCO26432668#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1568364453&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_634485-MLA84558634400_052025-E.webp,,,,,"PULIDORA BOSCH VULCANO 180MM GWS 2200-180CARACTERÍSTICASLa amoladora de 2200 W más ligera del mercado con una excelente relación entre potencia y peso.ESPECIFICACIONESPotencia: 2.200 WVelocidad: 8.500 rpmEje: 5/8""Diámetro de disco: 180 mmPeso: 4,9 kgINCLUYE:1 mango auxiliar, 1 llave de apriete, 1 tuerca de soporte, 1 tuerca de apriete, 1 tapa protectoraNOTA: No incluye discoCARACTERÍSTICAS PRINCIPALES:- Potencia: 2.200 W- Velocidad: 8.500 rpm- Eje: 5/8""- Diámetro de disco: 180 mm- Peso: 4,9 kgMÁS DETALLES:Peso del paquete: 5.0 kgModelo: GWS 2200-180EAN: 4059952527031GTIN: 4059952527031SKU: GWS 2200-180"
Pulidora Angular 9 PuLG Dewalt Dwe490-b3,946.800,,,,Por Belltec,https://articulo.mercadolibre.com.co/MCO-471534701-pulidora-angular-9-pulg-dewalt-dwe490-b3-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO471534701&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_600548-MCO48249205107_112021-E.webp,,,,,"PRODUCTO:Nombre: PULIDORA ANGULAR 9 PULG DEWALT DWE490-B3Marca: DEWALTDESCRIPCIÓN:PULIDORA ANGULAR 9PULG 2200 W - 6500 RPM DEWALT DWE490-B3CARACTERÍSTICAS- Potente motor protegido contra la abrasión que aumenta su durabilidad- Mango auxiliar de dos posiciones para mayor comodidad- Traba de eje para un sencillo cambio de disco- Ventana para fácil acceso y reemplazo de carbonesACCESORIOS INCLUIDOS- Guarda- Mango auxiliar- DiscoESPECIFICACIONES- Potencia: 2200 W- Amperaje: 15 Amps- Velocidad sin carga: 6500 RPM- Eje: 5/8 pulg- Peso: 5,9 kgCARACTERÍSTICAS PRINCIPALES:-- Potencia: 2200 W-- Amperaje: 15 Amps-- Velocidad sin carga: 6500 RPM-- Eje: 5/8 pulg-- Peso: 5,9 kgMÁS DETALLES:Peso del paquete: 6.44 kgCondición: NuevoEAN: 885911436755ASIN: B071NX82CBGTIN: 885911436755SKU: DWE490-B3GRACIAS POR VISITAR SU TIENDA OFICIAL BELLTEC!!!"
Pulidora Bosch Vulcano 180mm 2800w Gws 28-180,1.501.900,,,,Por Belltec,https://articulo.mercadolibre.com.co/MCO-1033115764-pulidora-bosch-vulcano-180mm-2800w-gws-28-180-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1033115764&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_655169-MCO69820338177_062023-E.webp,,,,,"PRODUCTO:Nombre: PULIDORA BOSCH VULCANO 180MM 2800W GWS 28-180Marca: BOSCHDESCRIPCIÓN:PULIDORA BOSCH VULCANO 180MM 2800W GWS 28-180CARACTERÍSTICAS- La amoladora de 2500 W más ligera del mercado y con la mejor relación potencia-peso.- Alto rendimiento de arranque de material: el nuevo motor Bosch ofrece el mejor rendimiento de su categoría. Con escobillas de carbono más duraderas y menor deceleración en los trabajos pesados.- Flujo de aire optimizado: sistema de flujo de aire patentado que aumenta en un 20 % la refrigeración del motor, lo que aumenta el rendimiento y la vida útil.- Menos fatiga para el usuario: la reducción de las vibraciones permite sobrellevar más horas de trabajo.- Con un agarre más cómodo que permite controlar mejor la herramienta.- Mayor resistencia a la abrasión: mejor resistencia a la abrasión causada por restos de hormigón y hierro que atraviesan el motor de la máquina.- La placa de características grabada al láser permite una mayor duración y facilita las reparaciones.- Interruptor de paleta (opcional): más versiones con interruptor con función de hombre muerto, para una mayor seguridad del usuario.- De fácil reparación: la mayoría de las piezas de recambio son intercambiables entre la herramienta actual y la nueva familia de próximo lanzamientoESPECIFICACIONES- Potencia: 2.800 W- Velocidad: 8.500 rpm- Eje: 5/8""- Diámetro de disco: 180 mm- Peso: 5 kgNO INCLUYE DISCOCARACTERÍSTICAS PRINCIPALES:-Potencia: 2.800 W-Velocidad: 8.500 rpm-Eje: 5/8""-Diámetro de disco: 180 mm-Peso: 5 kgMÁS DETALLES:Peso del paquete: 5.0 kgModelo: GWS 28-180Condición: NuevoColor: Azul petróleoNombre de color: Azul petróleoEAN: 4059952527260GTIN: 4059952527260Requiere baterías: NoLargo del cable: 2SKU: GWS 28-180GRACIAS POR VISITAR SU TIENDA OFICIAL BELLTEC!!!"
Pulidora Angular 4-1/2 PuLG Makita 9564p,642.400,,,,Por Belltec,https://articulo.mercadolibre.com.co/MCO-531193094-pulidora-angular-4-12-pulg-makita-9564p-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO531193094&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_638231-MCO54717790238_032023-E.webp,,,,,"PRODUCTO:Nombre: PULIDORA ANGULAR 4-1/2 PULG MAKITA 9564PMarca: MAKITADESCRIPCIÓN:PULIDORA ANGULAR 4-1/2 PULG SJS 10AMP 10,500 RPMCARACTERÍSTICAS GENERALES- Interruptor tipo paleta fácil de operar.- El nuevo campo con tecnología de cableado superior, conduce una mayor potencia sin aumento de tamaño del motor.- Engranes y rodamientos más durables.- Diseñado especialmente para un trabajo de todo el día.ESPECIFICACIONES TÉCNICAS- Potencia de entrada: 1.400W- Diámetro del disco: 115mm (4-1/2 pulg)- Velocidad sin carga: 10.500 rpm- Dimensiones (L x A x A): 307x129x103mm (12-1/8 x5-1/8 x4 pulg)- Peso neto: 2,4kg (5,3lbs)- Doble AislamientoCARACTERÍSTICAS PRINCIPALES:-- Potencia de entrada: 1.400W-- Diámetro del disco: 115mm (4-1/2 pulg)-- Velocidad sin carga: 10.500 rpm-- Dimensiones (L x A x A): 307x129x103mm (12-1/8 x5-1/8 x4 pulg)-- Peso neto: 2,4kg (5,3lbs)-- Doble AislamientoMÁS DETALLES:Peso del paquete: 2.7 kgModelo: 9564PCondición: NuevoColor: Azul petróleoNombre de color: Azul petróleoColor secundario: NegroASIN: B00BCV57MMBaterías incluidas: NoRequiere baterías: NoSKU: 9564PGRACIAS POR VISITAR SU TIENDA OFICIAL BELLTEC!!!"
Polichadora De 5 PuLG 900w 700rpm Makita Po5000cx2,1.613.900,,,,Por Belltec,https://www.mercadolibre.com.co/polichadora-de-5-pulg-900w-700rpm-makita-po5000cx2/p/MCO22802490#polycard_client=search-nordic&search_layout=grid&position=36&type=product&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO1431778903&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_865864-MLA84846513189_052025-E.webp,,,,,"POLICHADORA DE 5 PULG 900W 700RPM MAKITA PO5000CX2Características:- Diámetro de órbita de 7/32 pulg (5.5mm) brinda un acabado libre de marcas espirales- Disco de control de velocidad variable ubicado convenientemente (1,600 - 6,800 OPM) permite al operador igualar la velocidad a la aplicación- Controlador electrónico provee control de velocidad constante que automáticamente aplica potencia adicional al motor para mantener la velocidad bajo carga- Cubiertas de flujo de aire ayudan a prevenir que fibras de madera entren al motor- Agarradera diseñada ergonómicamente brinda control y precisión en una variedad de aplicacionesEspecificaciones:- Potencia de entrada: N/AW- Tamaño de Almohadilla: 5 pulg- Amperaje (Amperios): 7.8- Velocidad sin Carga (Velocidad Variable): 180 - 790 RPM- Órbitas Por Minuto (Velocidad Variable): 0 - 6,800 OPM- Diámetro de orbita: 7/32 pulg- Vibración (m/s2): 4.5- Longitud total: 17-3/4 pulg- Peso neto: 6.2 lbs.- Código UPC: 088381-822893Más detalles:- Peso del paquete: 3 kg- Modelo: PO5000CX2- Color: Azul petróleo- Nombre de color: Azul petróleo- EAN: 088381832649- ASIN: B0731HQV9G- GTIN: 088381832649- Baterías incluidas: No- Requiere baterías: No- SKU: PO5000CX2"
Pulidora 7  2200 W - 8500 Rpm Dewalt Dwe491-b3,925.800,,,,Por Belltec,https://articulo.mercadolibre.com.co/MCO-471534697-pulidora-7-2200-w-8500-rpm-dewalt-dwe491-b3-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=64ce5b39-9f12-48d9-99a7-825c139a45ce&wid=MCO471534697&sid=search,https://http2.mlstatic.com/D_Q_NP_2X_641858-MCO76993338495_062024-E.webp,,,,,"PRODUCTO:Nombre: PULIDORA 7"" 2200 W - 8500 RPM DEWALT DWE491-B3Marca: DEWALTDESCRIPCIÓN:PULIDORA 7"" PROFESIONAL 2200W 8.500 RPM DEWALT DWE491-B3- Potente motor protegido contra la abrasión que aumenta su durabilidad.- Mango auxiliar de dos posiciones para mayor comodidad.- Traba de eje para un sencillo cambio de disco.- Ventana para fácil acceso y reemplazo de carbones.ESPECIFICACIONES- 2.200 Watts. 15 Amps.- Velocidad sin carga 8.500 rpm.- Bloqueo del eje: Sí.- Eje 5/8""- Incluye: Guarda, Mango auxiliar, Disco, llave, Manual de Usuario.CARACTERÍSTICAS PRINCIPALES:-- 2.200 Watts. 15 Amps.-- Velocidad sin carga 8.500 rpm.-- Bloqueo del eje: Sí.-- Eje 5/8""-- Incluye: Guarda, Mango auxiliar, Disco, llave, Manual de UsuarioMÁS DETALLES:Peso del paquete: 6.03 kgCondición: NuevoColor: AmarilloNombre de color: AmarilloEAN: 7707316451603ASIN: B0716TFVB7GTIN: 7707316451603SKU: DWE491-B3GRACIAS POR VISITAR SU TIENDA OFICIAL BELLTEC!!!"
